18
14
1
1
273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273
273,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,273
273,274,275,274,275,275,274,275,275,273,275,275,294,275,275,274,274,273
273,274,275,275,275,275,275,275,275,273,275,275,275,275,275,275,274,273
273,274,274,275,275,294,275,275,275,12,275,275,274,275,275,274,274,273
273,273,273,273,273,273,273,273,273,12,273,273,273,273,273,273,273,273
273,274,303,303,303,303,303,303,303,303,303,303,303,303,303,303,274,273
273,274,303,0,303,303,303,333,303,303,333,303,303,303,0,303,274,273
273,274,303,303,303,303,303,303,303,303,303,303,303,303,303,303,274,273
273,274,303,303,303,333,303,303,303,303,303,303,333,303,303,303,274,273
273,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,273
273,274,276,276,276,312,312,276,276,332,276,276,312,312,276,276,274,273
273,274,314,314,314,314,314,314,314,334,314,314,314,314,314,14,274,273
273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,293,0,0,293,0,0,0,0,0,0,0,0,293,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,293,0,0,0,0,0,0,0,0,0,293,0,0,293,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10,0,0,0,0,0,0,0,0,0,0,11,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
