9
18
4
9
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,25,25,25,25,0,0,0,0
0,119,0,0,0,9,9,9,0
0,119,0,0,0,0,0,121,0
0,119,0,208,96,96,0,121,0
0,119,0,0,0,0,0,121,0
0,119,253,0,224,0,253,121,0
0,119,269,0,0,0,269,121,0
0,135,136,136,136,136,136,137,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,42,0,42,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
