20
15
3
10
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
0,0,0,0,0,0,0,0,0,0,0,0,0,248,48,0,95,0,48,250
0,232,233,233,233,233,233,233,233,233,233,233,233,252,0,0,0,0,0,250
0,248,0,0,0,0,0,0,152,0,228,153,228,153,0,0,0,0,0,250
0,248,153,0,172,173,56,173,173,173,173,173,56,173,173,173,173,173,56,250
0,248,0,0,188,189,189,189,189,189,189,189,189,189,189,189,189,189,189,250
0,248,0,0,188,189,189,189,189,189,189,189,56,189,189,189,189,189,189,250
0,248,153,0,188,56,189,189,189,189,189,189,189,189,189,189,189,189,55,250
0,248,0,0,188,189,189,189,189,189,55,189,189,189,189,56,189,189,189,250
233,252,0,0,188,189,189,189,189,189,189,189,189,189,189,189,189,189,189,250
0,0,0,0,188,189,189,189,189,189,189,189,189,189,189,189,189,189,189,250
0,0,0,0,188,189,189,56,189,189,189,189,189,55,189,189,189,56,189,250
265,265,236,0,204,205,205,205,205,56,205,205,205,205,205,205,205,205,205,250
0,0,248,0,0,150,151,0,0,0,0,0,0,182,183,184,0,0,153,250
0,0,248,0,0,166,167,0,0,153,0,0,0,198,199,200,0,0,0,250
0,0,264,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,266
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
