19
15
3
3
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
232,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,234
248,0,0,0,0,0,0,0,232,233,233,233,233,233,234,0,0,0,250
248,0,153,0,0,0,0,0,248,0,0,0,0,0,250,0,95,0,250
248,0,0,0,0,0,0,0,0,0,172,173,174,0,250,0,0,0,250
248,229,0,0,0,0,0,0,248,0,188,220,190,0,250,0,0,244,250
248,0,0,0,244,0,0,0,248,0,204,205,206,0,250,0,0,0,250
264,265,265,236,0,0,0,0,248,0,0,0,0,0,250,0,153,0,250
0,0,93,248,0,0,0,0,264,265,265,265,265,265,266,0,0,0,250
0,0,0,248,229,0,0,0,0,0,0,0,0,0,0,0,0,0,250
0,0,0,248,182,183,184,0,0,0,153,0,0,0,0,0,0,229,250
0,92,0,248,198,199,200,0,0,0,0,0,0,0,0,0,0,0,250
0,0,0,264,265,265,265,265,265,236,0,0,0,0,0,0,0,153,250
0,0,0,0,0,0,0,0,0,248,244,0,0,150,151,0,0,0,250
0,93,0,0,92,0,0,92,0,248,0,0,0,166,167,0,0,0,250
0,0,0,0,0,0,0,0,0,264,265,265,265,265,265,265,265,265,266
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,80,80,80,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,96,0
0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
