17
15
3
5
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,164
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,164
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,164
178,178,178,178,178,178,178,178,178,178,178,178,178,178,164,164,164
178,178,178,178,178,178,178,178,178,178,178,178,178,178,164,164,164
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178
164,164,164,164,178,178,178,178,178,178,178,178,178,178,178,178,178
164,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178
164,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178
164,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178
164,164,164,164,164,164,164,164,164,164,164,164,178,178,178,178,178
164,164,164,164,164,164,164,164,164,164,164,164,178,178,178,178,178
161,162,162,162,162,162,162,162,162,162,162,162,162,162,162,163,0
177,0,0,0,0,153,0,0,92,93,0,0,0,0,0,179,0
177,0,95,0,0,0,0,0,0,0,0,0,0,180,194,195,0
177,0,0,0,0,0,0,0,0,182,183,184,0,179,0,0,0
177,0,229,0,0,0,0,0,0,198,199,200,0,179,0,0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,196,162,162,163
177,0,0,0,0,0,0,172,174,0,0,0,0,0,0,0,179
177,0,92,93,0,0,0,204,206,0,0,0,0,0,0,0,179
193,194,194,194,181,0,0,0,0,0,0,229,0,0,0,0,179
0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,149,179
0,161,162,162,197,230,231,0,0,0,153,0,0,0,0,0,179
0,177,0,0,0,246,247,0,0,0,0,0,0,165,0,0,179
0,193,194,194,194,194,194,194,194,194,194,194,181,0,0,0,179
0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,179
0,0,0,0,0,0,0,0,0,0,0,0,193,194,194,194,195
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,96,0,80,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,214,215,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
