22
10
3
3
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
235,265,265,265,265,265,265,265,265,265,236,235,265,265,265,265,265,265,265,265,265,236
250,150,151,0,0,0,0,0,0,0,248,250,0,10,11,0,0,0,0,245,0,248
250,166,167,0,0,0,0,0,0,0,248,250,0,26,27,0,0,0,0,0,0,248
250,0,0,0,0,0,0,0,0,0,248,250,0,0,0,0,0,0,130,98,99,248
250,0,0,0,0,0,0,0,0,0,264,266,0,0,0,0,0,0,0,95,115,248
250,228,0,0,172,174,0,232,234,0,0,0,0,0,0,0,0,0,97,98,131,248
250,0,0,0,204,206,0,248,250,0,0,0,0,0,0,93,0,0,113,0,0,248
250,0,0,0,0,0,228,248,250,245,0,0,12,13,14,0,0,0,129,114,0,248
250,0,0,0,0,0,0,248,250,0,0,0,28,29,30,0,92,0,0,0,0,248
251,233,233,233,233,233,233,252,251,233,233,233,233,233,233,233,233,233,233,233,233,252
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
