9
18
5
9
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,100,101,101,101,101,101,102,0
0,116,25,25,25,0,95,118,0
0,116,0,0,0,0,0,118,0
0,116,0,0,9,0,0,118,0
0,116,0,0,9,0,25,118,0
0,116,208,0,9,0,0,118,0
0,116,208,0,96,0,0,118,0
0,132,101,101,101,101,101,134,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,42,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
