9
18
2
9
61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,106,107,107,107,107,107,108,0
0,122,0,0,43,0,96,124,0
0,122,85,68,0,0,96,124,0
0,122,43,0,0,0,0,124,0
0,122,0,0,95,0,43,124,0
0,122,0,0,0,49,50,124,0
0,122,0,0,43,65,66,124,0
0,138,139,139,139,139,139,140,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,42,0,0,0,0,0
0,0,0,42,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,51,52,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
